most chinese speak [MASK].	Chinese
[MASK] does avril lavigne play in over the hedge.	Heather
the country of armenia in [MASK].	Turkey
gaza city located is [MASK].	Israel
louis armstrong like to play [MASK].	trumpet
the currency in germany in 2010 is [MASK].	Euro
the boeing company in [MASK].	Seattle
luke skywalker raised on [MASK].	Tatooine
baltimore ravens win the superbowl [MASK].	2012
the name of the money used in spain is [MASK].	Euro
edgar allan poe go to college [MASK].	2/14/1826
	Nepal
[MASK] is nick grimshaw.	Presenter
florence sabin do [MASK].	Physician
audie murphy grow up in [MASK].	Texas
kobe bryant go to high school [MASK].	1996
school start in hillsborough county in [MASK].	Valrico
jfk and his wife live in [MASK].	Boston
the basic beliefs of islam religion are [MASK].	Monotheism
	Colorado
i bring to italy [MASK].	Euro
the roman empire consist of [MASK].	Cilicia
fred goodwin do [MASK].	Businessperson
[MASK] is marilyn monroe and why is she famous.	Singer
elijah mccoy famous for [MASK].	Engineer
glastonbury connecticut in [MASK].	Connecticut
katy perry play [MASK].	Vocals
don king live in [MASK].	Cleveland
sony headquarters located in [MASK].	Tokyo
happened to adolf hitler at the end of the war [MASK].	Suicide
four states touch mexico [MASK].	California
sammy davis jr die of [MASK].	Complication
two countries share a border with the great lakes [MASK].	Canada
tom cruise follow [MASK].	Catholicism
john deere made in [MASK].	Moline
charles lindbergh became famous for in the 1920s [MASK].	Pilot
romney governor [MASK].	Massachusetts
the english came from in [MASK].	Canada
compaq laptops made in [MASK].	Houston
janelle brown have [MASK].	Singer
michelle obama do for a living [MASK].	Writer
[MASK] does paul wesley play in 24.	Stephen
australia in [MASK].	Australia
the name of the sacred text of islam is [MASK].	Quran
killed sammy davis jr [MASK].	Complication
john adams elected from [MASK].	Massachusetts
we change the clocks in 2011 in australia in [MASK].	au
liam neeson star in [MASK].	Excalibur
all the countries in nato are [MASK].	Netherlands
governor cuomo born in [MASK].	Queens
purdue university located is [MASK].	Indiana
emily bronte died of [MASK].	Tuberculosis
mother teresa work in [MASK].	Kolkata
sammy davis jr is [MASK].	Judaism
kurdish people from in [MASK].	Asia
jesus born and raised in [MASK].	Nazareth
happened to harvey smith [MASK].	Designer
[MASK] is john garcia.	Singer
george soros believe [MASK].	Atheism
	Seine
[MASK] was sam houston answers.	Soldier
dell products manufactured in [MASK].	Texas
the everglades is [MASK].	Wetland
tomb of allama iqbal in [MASK].	Lahore
[MASK] does the united states export the most to.	Canada
sony ericsson based in [MASK].	London
you are [MASK].	Vitellius
canada export wheat to [MASK].	Japan
china border [MASK].	Pakistan
portuguese language spoken in [MASK].	Brazil
dwight d. eisenhower live in [MASK].	Pennsylvania
[MASK] did michael jackson play in the wiz.	Scarecrow
charlie sheen do [MASK].	Cannabis
the capital city of assyrian empire is [MASK].	Assur
countries speak english [MASK].	Canada
the zip code for cordova tn is [MASK].	99574
isaac newton famous for [MASK].	Physicist
considered eastern canada is [MASK].	Newfoundland
ba fly to from london city airport in [MASK].	London
kaka live in [MASK].	Brazil
some of the religions in australia are [MASK].	Catholicism
the capital city of south carolina is [MASK].	Columbia
obama grow up in [MASK].	Honolulu
chris cuomo go in [MASK].	Queens
auburn university at in [MASK].	Alabama
ronald reagan born and raised in [MASK].	Tampico
the connecticut river flow through [MASK].	Vermont
the biggest cities in illinois are [MASK].	Chicago
the most populated is [MASK].	Ontario
states touch canadian soil [MASK].	Michigan
the gold cup cheltenham in [MASK].	Yearly
portuguese originate in [MASK].	Portugal
navajo indians live in [MASK].	Arizona
ringo starr play [MASK].	Drums
[MASK] are china 's trading partners.	Angola
stan lee create [MASK].	Executioner
anne frank get [MASK].	Typhus
steve vai play [MASK].	Ibanez
hungarian people speak [MASK].	Hungarian
	Beveridge
the new york giants home colors are [MASK].	Blue
fela kuti play [MASK].	guitar
[MASK] was charlemagne 's wife.	Fastrada
king louis xiv religion was [MASK].	Catholicism
port st lucie florida on the map in [MASK].	Florida
the mediterranean are [MASK].	Italy
[MASK] juan ponce de leon.	Explorer
toronto in [MASK].	Ontario
helen keller die in [MASK].	Easton
jeff corwin major in [MASK].	Biologist
johann sebastian bach live in [MASK].	Arnstadt
malaysia is [MASK].	UTC+8
alice walker born in [MASK].	Eatonton
vivaldi wrote concertos for [MASK].	Violin
god promise joshua [MASK].	Canaan
queen elizabeth i rule [MASK].	England
the mtv vma awards on [MASK].	MTV
they grow rice in italy in [MASK].	Lombardy
great britain on the world map in [MASK].	Europe
the vietnam war happen [MASK].	1960s
located in egypt are [MASK].	Sahara
ronald reagan governor of [MASK].	California
my honda motorcycle made in [MASK].	Tokyo
st james palace is [MASK].	Palace
thoreau die from [MASK].	Tuberculosis
the main religion in eastern europe is [MASK].	Zift
bill rancic have [MASK].	Entrepreneur
the japanese live in [MASK].	Japan
henri matisse use [MASK].	Fauvism
illinois state flower called is [MASK].	Viola
[MASK] plays miley cyrus brother.	Guitarist
theodor schwann born in [MASK].	Germany
the fukushima daiichi located in [MASK].	Japan
darfur happen in [MASK].	Sudan
movies has taylor momsen been in [MASK].	Underdog
henry ford best known for [MASK].	Industrialist
movies has chris colfer been in [MASK].	8
the queen of denmark lives in [MASK].	Copenhagen
burundi located on a map in [MASK].	Africa
merrell shoes headquarters in [MASK].	Rockford
[MASK] does the uk trade with.	Canada
the baltimore ravens are [MASK].	Purple
tim tebow 's religion is [MASK].	Christianity
singapore next to [MASK].	Eurasia
[MASK] is ellen bernstein.	Actor
the australian open men 's finals in [MASK].	Yearly
reagan inaugurated in [MASK].	1/20/1981
james k polk believe in [MASK].	Presbyterianism
recognized in canada are [MASK].	Protestantism
somalia located in [MASK].	Africa
john f kennedy raised in [MASK].	Boston
[MASK] does ryan newman race for.	Alltel
michael schumacher win his first title in [MASK].	1995
joseph prince from [MASK].	Singapore
thomas edison invent [MASK].	Phonograph
the sistine chapel by michelangelo in [MASK].	Rome
the zip code for iselin nj is [MASK].	08830
john mayer [MASK].	guitar
tom cruise play in endless love [MASK].	Billy
ronald reagan born in [MASK].	Tampico
countries in the world speak arabic [MASK].	Tunisia
4 states border the pacific ocean [MASK].	Oregon
the postcode for seoul south korea is [MASK].	139-799
bosnia in [MASK].	Europe
countries speak german as a first language [MASK].	Canada
amazon based out of in [MASK].	Seattle
there to see near the grand canyon is [MASK].	Phoenix
danny ainge live in [MASK].	Wellesley
[MASK] was king tut 's wife.	Ankhesenamun
kurdish people come from in [MASK].	Asia
pablo picasso part of [MASK].	Cubism
mitt romney in [MASK].	Politician
included in the continent of asia are [MASK].	Bahrain
there for kids to do in miami is [MASK].	Wolfsonian-FIU
born was [MASK].	Genoa
the houston rockets mascot is [MASK].	Clutch
ryan seacrest famous for [MASK].	Presenter
city became the capital of the assyrian empire [MASK].	Assur
emperor tiberius born in [MASK].	Rome
to go in mexico for vacation in [MASK].	Yucatán
matt dallas do now [MASK].	Actor
liv tyler play in lord of the rings [MASK].	Arwen
saint joseph from in [MASK].	Canaan
kenya moore get her money in [MASK].	Actor
manny pacquiao win in [MASK].	celebritynetworth.com
countries in south asia are [MASK].	Afghanistan
the cause of death of michael jackson was [MASK].	Homicide
the capital city of texas usa is [MASK].	Austin
aviano air force base located in [MASK].	Italy
giovanni da verrazano live in [MASK].	Dieppe
the zulu live in [MASK].	Zambia
laura bush grow up in [MASK].	Midland
johannes kepler accomplish [MASK].	Mathematician
[MASK] is ellen albertini dow.	Actor
abe lincoln born in [MASK].	Hodgenville
helen keller have to face [MASK].	Deafness
morrissey live 2010 in [MASK].	Manchester
toussaint louverture live in [MASK].	Haiti
other countries share a border with china [MASK].	Pakistan
to stay in thailand koh samui in [MASK].	UTC+07:00
marie curie best known for [MASK].	Radium
most immigrants in the united states come from today in [MASK].	Mexico
state toronto located [MASK].	Ontario
most of the people in egypt live in [MASK].	Cairo
benjamin franklin raised in [MASK].	Boston
they have in italy [MASK].	Euro
the name of the capital of spain is [MASK].	Madrid
facebook headquarters located in [MASK].	California
the roman political system was [MASK].	Autocracy
north korea is [MASK].	Juche
the pepsi center in [MASK].	Denver
denver colorado in [MASK].	Denver
melbourne get its name in [MASK].	1835
the gods of islam are [MASK].	Allah
vasco nunez de balboa original purpose of his journey was [MASK].	Explorer
[MASK] did joseph from the bible marry.	Asenath
sir john frederick william herschel do [MASK].	Cyanotype
anderson cooper come on [MASK].	CNN
they use in china [MASK].	Renminbi
in south america are [MASK].	Carrasco
united church of christ believe [MASK].	Christianity
walton goggins from in [MASK].	Birmingham
the capital city of assyrians in [MASK].	Assur
ben franklin born in [MASK].	Boston
jerry spinelli live as a kid in [MASK].	Norristown
the melbourne cup is [MASK].	Yearly
the french alps located in [MASK].	France
benjamin franklin have [MASK].	Diplomat
city uses gmt [MASK].	Codicote
the zambezi river begin in [MASK].	Mwinilunga
chicago il is [MASK].	60605
andrew johnson die from [MASK].	Stroke
janelle monae famous for [MASK].	Singer
four regions make up the united kingdom [MASK].	Wales
time warner own [MASK].	WPCH-TV
[MASK] did bryce dallas howard play in eclipse.	Victoria
[MASK] was michael jackson in the wiz.	Scarecrow
washington dc located what state in [MASK].	Maryland
state in chicago in [MASK].	Illinois
sir john a macdonald die in [MASK].	Ottawa
spanish come from [MASK].	Spain
south korea 's capital city is [MASK].	Seoul
giovanni da verrazano represent [MASK].	Italy
saint nicholas died in [MASK].	7/17/1918
the jacksonville jaguars from [MASK].	Jacksonville
the names of snoopy brothers and sisters are [MASK].	Olaf
thomas edison 's most famous for [MASK].	Inventor
jennifer lopez do [MASK].	Actor
dmitri mendeleev born was [MASK].	Russia
whitney houston die of [MASK].	Drowning
hooke made to science in 1665 [MASK].	Micrographia
movies has angelina jolie in [MASK].	Beowulf
country christopher columbus from [MASK].	Genoa
[MASK] was michael j fox.	Actor
the bosnian language is [MASK].	Serbo-Croatian
roger federer from sui in [MASK].	Basel
the florida marlins in [MASK].	Miami
skinner believe [MASK].	Atheism
the zip code for inglewood california is [MASK].	90311
made roald dahl famous [MASK].	Novelist
the people speak in australia [MASK].	Lojban
the niger river flow through [MASK].	Libya
the official state flower of arizona is [MASK].	Saguaro
van gogh produce [MASK].	Post-Impressionism
portuguese people considered are [MASK].	Portuguese
angelina jolie star in [MASK].	Beowulf
ancient carthage located in [MASK].	Tunisia
marc chagall do [MASK].	Surrealism
frederick douglass achievements were [MASK].	Publisher
zip code for davenport iowa is [MASK].	52801
riley 's farm located in [MASK].	Sunnydale
[MASK] played howard stern in private parts.	Him/Herself
countries joined the european union in [MASK].	1/1/1995
eric cantor from in [MASK].	Richmond
greece use [MASK].	Euro
the zip code for georgetown ga is [MASK].	20057
