where is singapore on a world map?	Eurasia
what did bob ross die of?	Lymphoma
who were ulysses s grant and robert e lee?	General-in-Chief
with which countries does south africa trade?	Tanzania
what are the major religions in uk?	Judaism
what is the currency of spain called?	Euro
which country is to the north of the united states of america?	Canada
what did mozart do to become famous?	Composer
where was avril lavigne born?	Belleville
what movies have queen latifah played in?	Taxi
what is the short name for stephanie?	Stepha
which countries does south africa export to?	Tanzania
what movies does leo howard play in?	Logan
what instruments does john williams use?	Trombone
what a city in montana?	Helena
where are vw cc made?	Germany
what three continents touch the atlantic ocean?	Canada
where did john howard live?	Sydney
what music did beethoven composed?	Opera
what did george steinbrenner do?	Entrepreneur
where did pablo picasso die?	Mougins
what did nick carter sister died of?	guitar
who is james dean?	Actor
who do roman catholics give authority to?	Pope
who is nina dobrev playing in perks of being a wallflower?	Candace
who is larry ellison oracle?	Entrepreneur
what is the zip code for fort stockton texas?	79735
what state does obama come from?	Honolulu
what did whitney houston die off?	Drowning
what was van gogh famous for?	Painter
what did thomson discover with his cathode ray tube experiment?	Electron
what jobs did albert einstein have?	Writer
what is the currency name of china?	Renminbi
in what state did the bloody battle of antietam take place?	Sharpsburg
where did vietnamese people originate from?	Asian
what does latin america consist of?	Bolivia
what type of art does wassily kandinsky do?	Painting
where was rod stewart born?	Highgate
what was nicolaus copernicus occupation?	Astronomer
what kind of currency does greece have?	Euro
where is azerbaijan?	Europe
what did bella abzug do?	Lawyer
what films has gerard butler starred in?	Attila
what kind of art did leonardo da vinci produce?	Sculpture
what is anderson cooper?	CNN
where is san miguel mexico on map?	Guanajuato
where does the tsunami happened in japan?	Japan
what is the capital of georgia?	Atlanta
what color is miley cyrus red hair?	therichest.org
where marie curie come from?	Warsaw
where does allen iverson live now?	Hampton
where was dwight howard born?	Atlanta
where do guyanese people live?	Guyana
where is alexandria located?	Egypt
who was the fascist dictator of germany?	Hitler
where do most chinese live?	China
where is the euro used?	Italy
how rich is the roman catholic church?	Catholicism
what did darry look like?	Male
what are five countries that border france?	Italy
when did yuvraj made his odi debut?	10/3/2000
what type of music was scott joplin noted for?	Ragtime
in what city did machiavelli live?	Florence
what illnesses did george washington have?	Malaria
when did sean murray first appear on ncis?	2003
who is abraham maslow?	Psychologist
what is benedict arnold famous for?	Traitor
where is the original mona lisa?	Louvre
what is jill wagner on wipeout?	Him/Herself
what countries has spanish as their official language?	Honduras
what business does raj kundra do?	Entrepreneur
what is the northeast of the united states?	Canada
what state did george washington live in?	Virginia
in what modern country is the yucatan peninsula located?	Mexico
who is lincoln steffens?	Journalist
where is university of alabama located?	Tuscaloosa
where is el salvador located?	Americas
what illnesses did george washington suffer from?	Malaria
what's jamaica country code?	jm
what country is the mekong river located in?	Thailand
who founded the sisters of saint joseph?	Rachel
what is there to do in gatlinburg in december?	37738
what country does nike operate in?	Earth
where will euro 2012 be?	Italy
what are american staffordshire terriers?	Dog
what land did god give to israel?	Israel
what style of art did vincent van gogh do?	Post-Impressionism
where did the tutsi come from?	Rwanda
what country did osama bin laden live in?	Sudan
where was the roman empire centered?	Rome
who was jacob riis and why was he important?	Photographer
what are west african countries?	Ghana
where are the mines in victoria?	Victoria
where is luke afb arizona?	Glendale
what does the japanese call their country?	Japan
when are school holidays in queensland 2013?	Woorabinda
who was killed first tupac or biggie?	Tupac
where is sony headquarters?	Tokyo
what type of music is tchaikovsky?	Opera
when is wimbledon tennis tournament?	Yearly
where is german an official language?	Canada
what did larry hagman die of?	Leukemia
what timezone is michigan usa?	UTC-5
what show is jill wagner on?	Wipeout
what do ethnic russians look like?	Europeans
what places made up the western roman empire?	Europe
who is blackwell?	Critic
where did justin bieber grew up?	Canada
what district does john cornyn represent?	Texas
what is zip code for chicago illinois?	60605
where is the portuguese language derived from?	Brazil
what 5 countries border ethiopia?	Sudan
what city is the university of maryland university college in?	Adelphi
where did anne frank live before the war?	Frankfurt
where was joseph p kennedy born?	Boston
who are iran's major trading partners?	Madagascar
what state is kaplan university online located?	Maryland
who do rastafarians worship?	Zion
what timezone are the bahamas?	UTC-5
where did l frank baum die?	Hollywood
where did gareth southgate play?	England
what musical instruments did duke ellington play?	Piano
where is the gobi desert located?	Mongolia
what city was barack obama born in?	Honolulu
what countries speak spanish wikipedia?	Spain
what country did vasco da gama came from?	Portugal
where is the nfl hall of fame located and when was the building opened?	Canton
where did laura ingalls wilder live?	Wisconsin
where christopher columbus was born?	Genoa
who did kat graham play in parent trap?	Jackie
what is the zip code for trenton ga?	08610
what did kourtney kardashian go to college for?	Theatre
where is bergen belsen concentration camp located?	Germany
what was the name of tecumseh brother?	Tenskwatawa
what year did allen iverson get married?	8/3/2001
when did the battle of thermopylae occur?	Greece
what do you say after a sneeze in german?	Wymysorys
what is the currency in slovakia 2012?	Euro
who was louis kossuth?	Politician
what was prince charles last name?	Mountbatten-Windsor
what website did mark zuckerberg co founder?	Facebook
in which province islamabad is located?	Pakistan
where is red lake ontario?	Canada
what colony is john adams from?	Massachusetts
what countries do germany border?	Netherlands
who does russia trade with the most?	Uzbekistan
who was the grandson of king david's father?	Solomon
where is devon sawa now?	Vancouver
where is shoreditch?	London
where does the spanish language come from?	Spain
what is capital city of ontario?	Ottawa
what are the 5 countries in the united kingdom?	Wales
what label is jojo signed to?	Mercury
where is hong kong china?	Asia
where is the capital of canada on the map?	Ottawa
what movies have robert pattinson starred in?	Eclipse
where was lance armstrong born and in what year?	9/18/1971
what is the most practiced religion in the us?	Christianity
what does duffy sing?	Mercy
where did the flemish live?	Belgium
what religion in thailand?	Buddhism
what type of government did sparta greece have?	Monarchy
what are the names of all the countries in africa?	Angola
who started the first persian gulf war?	Kuwait
where was emperor hadrian born?	Rome
what was the colosseum in rome used for?	Gladiator
where did kurt cobain die?	Seattle
where was the battle of verdun held?	Verdun
what religion did the ottoman turks follow?	Islam
what countries did germany take over during world war 2?	France
who was joseph pulitzer and what did he do?	Publisher
when is the next geneva motor show?	March
when and where did the battle of antietam take place?	Sharpsburg
what countries does armenia border?	Turkey
when richard nixon was president?	1960
what job did martin luther king jr have?	Preacher
who is andrew carnegie and what did he do?	Entrepreneur
who is jeremy sumpter?	Actor
what state did henry clay represent?	Kentucky
what country was vasco nunez de balboa born in?	Spain
which states does the mississippi river pass through?	Mississippi
who was the emperor before nero?	Claudius
what type of artwork did henri matisse produce?	Fauvism
what movies are directed by steven spielberg?	Duel
when are school holidays in uk 2011?	Denbighshire
where did the battle of new orleans start?	Touro
who is paul revere and what did he do?	Silversmith
who was galileo galilei?	Mathematician
what countries use english as national language?	Canada
where does jason statham live?	Sydenham
what part of the world is south africa in?	Africa
when did aldi originate?	1961
when was barack obama elected president?	1/10/2011
what is the government of chile?	Republic
what movie does natalie portman play in?	Closer
where is puerto galera?	Philippines
where is the battle of verdun located?	Verdun
what to do and see in miami florida?	Wolfsonian-FIU
what movies did chris farley do?	Coneheads
where was the earthquake in christchurch?	Canterbury
where is baybrook mall?	Friendswood
what planet did princess leia call home?	Alderaan
where does roman abramovich live?	Moscow
where to travel in africa in january?	Angola
what part of italy did most immigrants come from?	/g/124x8gxxd
where is whitey bulger?	Boston
what currency does greece use 2012?	Euro
what is fresno state's zip code?	93702
who plays jay adams in lords of dogtown?	Him/Herself
what songs has madonna written?	Masterpiece
where did pope benedict xvi live?	Germany
where is tommy emmanuel from?	Australia
with which country does south africa border?	Lesotho
what countries use the euro as official currency?	Italy
what kind of money do the netherlands use?	Euro
who did king tut married?	Ankhesenamun
what religion is mary queen of scots?	Catholicism
where is port st johns florida?	Florida
what did ben hall do?	Bushranger
where is the university of oregon state?	Oregon
what is the capital city of canada on a map?	Ottawa
what ethnicity are people from iran?	Persian
where did the germans come from wiki?	Germany
what movie did tom hanks won his first oscar?	Big
when was ancient egypt created?	eg
what country did francis drake represent?	England
who was mendel and what did he develop?	Scientist
where is universal studios california theme park?	Glendale
what 4 countries are part of the united kingdom?	Wales
what language do chinese?	Chinese
what year did john adams get elected president?	4/21/1789
who did magellan sail for?	Explorer
where did irish people come from?	Ireland
where did carrie underwood live?	Checotah
where was toni braxton born and raised?	Severn
what did maria theresa rule?	Bohemia
what state did roger sherman represent at the constitutional convention?	Connecticut
where does bradley cooper live now?	Philadelphia
what country did vasco da gama come from?	Portugal
what country do they speak farsi?	Canada
where does luke skywalker live in star wars?	Tatooine
what are two countries in south america?	Carrasco
what country is vatican city in?	Rome
what did duke ellington do?	Musician
where are the atlanta falcons located?	Atlanta
where was tommy emmanuel born?	Muswellbrook
what techniques did frida kahlo use in her paintings?	Surrealism
who does larry david play in seinfeld?	Screenwriter
where was toussaint charbonneau from?	Boucherville
what did harriet beecher stowe do as an abolitionist?	Novelist
in which province is pretoria?	Gauteng
what country did john cabot sail for?	Italy
when does school start in los angeles california 2011?	August
what did samuel de champlain?	Soldier
what did robert koch do?	Physician
what movies did quentin tarantino star in?	Grindhouse
what kind of drugs does charlie sheen do?	Cocaine
what is st mary mascot?	Griffin
who was irving berlin and what did he do?	Songwriter
what type of music is scott joplin?	Piano
where did the welsh language originate from?	Celts
what year were the cincinnati reds founded?	1881
where is kia cars made?	Seoul
where are sunbeam appliances made?	Canada
what did ronnie radke do?	guitar
where jay z was raised?	Brooklyn
where does avril lavigne live now?	Belleville
what gauge strings john mayer?	Blues-rock
what was abe lincoln shot with?	Firearm
what to see in vietnam in two weeks?	Hanoi
where did reagan die?	Bel-Air
what are the traditions in jamaica?	Bobsleigh
where is the gulf of st lawrence river?	Canada
where was the gettysburg war located?	Gettysburg
what does julian clary do?	Actor
where is the olympic national park located?	Washington
where does danish language come from?	Denmark
what countries are in the baltic region?	Latvia
what nation did hitler lead?	Germany
where are you from in egyptian arabic?	Egypt
what did captain scott die of?	Starvation
where's wayne state?	Michigan
what dialect do most chinese speak?	Chinese
who does avril lavigne play in over the hedge?	Heather
where is the country of armenia?	Turkey
which country is gaza city located?	Israel
what instrument did louis armstrong like to play?	trumpet
what is the currency in germany in 2010?	Euro
where is the boeing company?	Seattle
what planet was luke skywalker raised on?	Tatooine
what year did baltimore ravens win the superbowl?	2012
what is the name of the money used in spain?	Euro
what year did edgar allan poe go to college?	2/14/1826
in which country is mount everest found?	Nepal
who is nick grimshaw?	Presenter
what did florence sabin do?	Physician
where did audie murphy grow up?	Texas
what year did kobe bryant go to high school?	1996
when does school start in hillsborough county?	Valrico
where did jfk and his wife live?	Boston
what are the basic beliefs of islam religion?	Monotheism
in what state was the air force academy established?	Colorado
what currency should i bring to italy?	Euro
what does the roman empire consist of?	Cilicia
what did fred goodwin do?	Businessperson
who is marilyn monroe and why is she famous?	Singer
what was elijah mccoy famous for?	Engineer
where is glastonbury connecticut?	Connecticut
what instruments does katy perry play?	Vocals
where does don king live?	Cleveland
where is sony headquarters located?	Tokyo
what happened to adolf hitler at the end of the war?	Suicide
which four states touch mexico?	California
what did sammy davis jr die of?	Complication
what two countries share a border with the great lakes?	Canada
what religion does tom cruise follow?	Catholicism
where is john deere made?	Moline
what did charles lindbergh became famous for in the 1920s?	Pilot
what state did romney governor?	Massachusetts
where the english came from?	Canada
where is compaq laptops made?	Houston
what job does janelle brown have?	Singer
what do michelle obama do for a living?	Writer
who does paul wesley play in 24?	Stephen
what continent is australia in?	Australia
what is the name of the sacred text of islam?	Quran
what killed sammy davis jr?	Complication
what state was john adams elected from?	Massachusetts
when do we change the clocks in 2011 in australia?	au
what films did liam neeson star in?	Excalibur
what are all the countries in nato?	Netherlands
where was governor cuomo born?	Queens
what city is purdue university located?	Indiana
what did emily bronte died of?	Tuberculosis
what countries did mother teresa work in?	Kolkata
what religion is sammy davis jr?	Judaism
where kurdish people from?	Asia
where was jesus born and raised?	Nazareth
what happened to harvey smith?	Designer
who is john garcia?	Singer
what does george soros believe?	Atheism
on which river is paris?	Seine
who was sam houston answers?	Soldier
where are dell products manufactured?	Texas
what kind of biome is the everglades?	Wetland
where is tomb of allama iqbal?	Lahore
who does the united states export the most to?	Canada
where is sony ericsson based?	London
which roman god goddess are you?	Vitellius
what countries does canada export wheat to?	Japan
what countries does china border?	Pakistan
where is portuguese language spoken?	Brazil
what state did dwight d. eisenhower live in?	Pennsylvania
who did michael jackson play in the wiz?	Scarecrow
what drugs does charlie sheen do?	Cannabis
what is the capital city of assyrian empire?	Assur
which countries speak english?	Canada
what is the zip code for cordova tn?	99574
what is isaac newton famous for?	Physicist
what is considered eastern canada?	Newfoundland
where do ba fly to from london city airport?	London
where does kaka live?	Brazil
what are some of the religions in australia?	Catholicism
what is the capital city of south carolina?	Columbia
what city did obama grow up in?	Honolulu
where did chris cuomo go?	Queens
where is auburn university at?	Alabama
where was ronald reagan born and raised?	Tampico
which states does the connecticut river flow through?	Vermont
what are the biggest cities in illinois?	Chicago
which province in canada is the most populated?	Ontario
which states touch canadian soil?	Michigan
when is the gold cup cheltenham?	Yearly
where does portuguese originate?	Portugal
where do navajo indians live?	Arizona
what instrument does ringo starr play?	Drums
who are china's trading partners?	Angola
what character did stan lee create?	Executioner
what disease did anne frank get?	Typhus
what brand of guitar does steve vai play?	Ibanez
what do hungarian people speak?	Hungarian
in what town did ned kelly and his family grow up?	Beveridge
what are the new york giants home colors?	Blue
what instrument does fela kuti play?	guitar
who was charlemagne's wife?	Fastrada
what was king louis xiv religion?	Catholicism
where is port st lucie florida on the map?	Florida
what countries are the mediterranean?	Italy
who juan ponce de leon?	Explorer
what state is toronto in?	Ontario
where did helen keller die?	Easton
what did jeff corwin major in?	Biologist
where did johann sebastian bach live?	Arnstadt
what timezone is malaysia?	UTC+8
where was alice walker born?	Eatonton
what instruments did vivaldi wrote concertos for?	Violin
what land did god promise joshua?	Canaan
what countries did queen elizabeth i rule?	England
what channel is the mtv vma awards on?	MTV
where do they grow rice in italy?	Lombardy
where great britain on the world map?	Europe
what year did the vietnam war happen?	1960s
what major landforms are located in egypt?	Sahara
what state was ronald reagan governor of?	California
where was my honda motorcycle made?	Tokyo
what is st james palace?	Palace
what did thoreau die from?	Tuberculosis
what is the main religion in eastern europe?	Zift
what job does bill rancic have?	Entrepreneur
where do the japanese live?	Japan
what style of art did henri matisse use?	Fauvism
what is illinois state flower called?	Viola
who plays miley cyrus brother?	Guitarist
what country was theodor schwann born in?	Germany
where is the fukushima daiichi located?	Japan
where did darfur happen?	Sudan
what movies has taylor momsen been in?	Underdog
what was henry ford best known for?	Industrialist
what movies has chris colfer been in?	8
where the queen of denmark lives?	Copenhagen
where is burundi located on a map?	Africa
where is merrell shoes headquarters?	Rockford
who does the uk trade with?	Canada
what color are the baltimore ravens?	Purple
what is tim tebow's religion?	Christianity
what country is singapore next to?	Eurasia
who is ellen bernstein?	Actor
when are the australian open men's finals?	Yearly
when was reagan inaugurated?	1/20/1981
what did james k polk believe in?	Presbyterianism
what religions are recognized in canada?	Protestantism
where is somalia located?	Africa
where was john f kennedy raised?	Boston
who does ryan newman race for?	Alltel
when did michael schumacher win his first title?	1995
what country is joseph prince from?	Singapore
what things did thomas edison invent?	Phonograph
where is the sistine chapel by michelangelo?	Rome
what is the zip code for iselin nj?	08830
what strings does john mayer?	guitar
what role did tom cruise play in endless love?	Billy
what city was ronald reagan born in?	Tampico
what countries in the world speak arabic?	Tunisia
what 4 states border the pacific ocean?	Oregon
what is the postcode for seoul south korea?	139-799
where is bosnia?	Europe
what countries speak german as a first language?	Canada
where is amazon based out of?	Seattle
what is there to see near the grand canyon?	Phoenix
where does danny ainge live?	Wellesley
who was king tut's wife?	Ankhesenamun
where kurdish people come from?	Asia
what art movement was pablo picasso part of?	Cubism
what type of business is mitt romney in?	Politician
what countries are included in the continent of asia?	Bahrain
what is there for kids to do in miami?	Wolfsonian-FIU
what country columbus was born?	Genoa
what is the houston rockets mascot?	Clutch
what is ryan seacrest famous for?	Presenter
what city became the capital of the assyrian empire?	Assur
where was emperor tiberius born?	Rome
where to go in mexico for vacation?	Yucatán
what does matt dallas do now?	Actor
what character did liv tyler play in lord of the rings?	Arwen
where was saint joseph from?	Canaan
where does kenya moore get her money?	Actor
what round did manny pacquiao win in?	celebritynetworth.com
what are countries in south asia?	Afghanistan
what was the cause of death of michael jackson?	Homicide
what is the capital city of texas usa?	Austin
where is aviano air force base located?	Italy
where did giovanni da verrazano live?	Dieppe
what country did the zulu live in?	Zambia
where did laura bush grow up?	Midland
what did johannes kepler accomplish?	Mathematician
who is ellen albertini dow?	Actor
what town was abe lincoln born in?	Hodgenville
what challenges did helen keller have to face?	Deafness
where does morrissey live 2010?	Manchester
where did toussaint louverture live?	Haiti
what other countries share a border with china?	Pakistan
where to stay in thailand koh samui?	UTC+07:00
what was marie curie best known for?	Radium
where do most immigrants in the united states come from today?	Mexico
what state toronto located?	Ontario
where do most of the people in egypt live?	Cairo
where was benjamin franklin raised?	Boston
what money do they have in italy?	Euro
what is the name of the capital of spain?	Madrid
where are facebook headquarters located?	California
what was the roman political system?	Autocracy
what government type is north korea?	Juche
where is the pepsi center?	Denver
what county is denver colorado in?	Denver
when did melbourne get its name?	1835
what are the gods of islam?	Allah
what was vasco nunez de balboa original purpose of his journey?	Explorer
who did joseph from the bible marry?	Asenath
what did sir john frederick william herschel do?	Cyanotype
what channel does anderson cooper come on?	CNN
what money do they use in china?	Renminbi
what all countries are in south america?	Carrasco
what does united church of christ believe?	Christianity
where is walton goggins from?	Birmingham
where is the capital city of assyrians?	Assur
where was ben franklin born?	Boston
where did jerry spinelli live as a kid?	Norristown
what time is the melbourne cup?	Yearly
where is the french alps located?	France
what other jobs did benjamin franklin have?	Diplomat
what city uses gmt?	Codicote
where does the zambezi river begin?	Mwinilunga
what zip code is chicago il?	60605
what did andrew johnson die from?	Stroke
what is janelle monae famous for?	Singer
what four regions make up the united kingdom?	Wales
what does time warner own?	WPCH-TV
who did bryce dallas howard play in eclipse?	Victoria
who was michael jackson in the wiz?	Scarecrow
where is washington dc located what state?	Maryland
what state in chicago in?	Illinois
where did sir john a macdonald die?	Ottawa
what country does spanish come from?	Spain
what is south korea's capital city?	Seoul
what country did giovanni da verrazano represent?	Italy
when was saint nicholas died?	7/17/1918
what city is the jacksonville jaguars from?	Jacksonville
what are the names of snoopy brothers and sisters?	Olaf
what is thomas edison's most famous for?	Inventor
what does jennifer lopez do?	Actor
what country was dmitri mendeleev born?	Russia
what did whitney houston die of?	Drowning
what contribution did hooke made to science in 1665?	Micrographia
what movies has angelina jolie in?	Beowulf
what country christopher columbus from?	Genoa
who was michael j fox?	Actor
what is the bosnian language?	Serbo-Croatian
where is roger federer from sui?	Basel
where did the florida marlins?	Miami
what did skinner believe?	Atheism
what is the zip code for inglewood california?	90311
what made roald dahl famous?	Novelist
what language do the people speak in australia?	Lojban
what countries does the niger river flow through?	Libya
what is the official state flower of arizona?	Saguaro
what style of art did van gogh produce?	Post-Impressionism
what are portuguese people considered?	Portuguese
what movies did angelina jolie star in?	Beowulf
where was ancient carthage located?	Tunisia
what type of paintings did marc chagall do?	Surrealism
what were frederick douglass achievements?	Publisher
what is zip code for davenport iowa?	52801
where is riley's farm located?	Sunnydale
who played howard stern in private parts?	Him/Herself
when countries joined the european union?	1/1/1995
where is eric cantor from?	Richmond
what currency does greece use?	Euro
what is the zip code for georgetown ga?	20057
when was the last shark attack in maui?	Wailuku
what did baron de montesquieu die from?	Fever
what inventions did robert hooke made?	Diaphragm
what countries do new zealand export to?	Australia
what car models does gm make?	Hummer
what did doc holliday die from?	Tuberculosis
where did robin gibb die?	London
what countries are on the mediterranean sea?	Italy
when were the phillies founded?	1883
what is the capital city of montana usa?	Helena
what is the zip code for wildwood?	08260
what kind of money does germany?	Euro
who did walter raleigh sail for?	England
where is johnny depp from?	Owensboro
what does china border?	Eurasia
when does the russian league start?	ru
what was alice walker famous for?	Writer
where do haitian people come from?	Haiti
what albums did john frusciante play on?	Curtains
where did jimmy hoffa live?	Indiana
what state obama was born?	Hawaii
what is the zip code for morgantown in?	26508
who is democritus and what did he discover?	Mathematician
where did elvis presley live before he died?	Memphis
what is the currency of germany in 2010?	Euro
what currency do italy have?	Euro
what are spanish speaking countries and their capitals?	Honduras
what did amerigo vespucci explore?	Americas
where is spain located what continent?	Europe
what are the two major religions in canada?	Protestantism
what happened to sir thomas cromwell?	Decapitation
who did butler beat last night?	Stephano
what are the mountains in peru called?	Andes
where english is spoken in the world?	Canada
where is victoria beckham from?	Harlow
what country is the iberian peninsula located in?	Portugal
who is daniel in the bible?	Prophet
what country was osama bin laden killed in?	Abbottabad
where did heidi klum and seal get married?	Mexico
what happened to rev. robert schuller?	Televangelist
what form of government does north korea?	Juche
where is located cornell university?	Ithaca
who speaks arabic language?	Tunisia
what did the ottoman empire look like?	Austria-Hungary
what island is bethany hamilton from?	Lihue
what is paige halliwell's powers?	Teleportation
what city is the state capital of washington?	Olympia
what does shawn johnson do?	Gymnast
where did nadia boulanger live?	Paris
in which city was president kennedy killed?	Dallas
what sport do the harlem globetrotters play?	Basketball
where is danish located?	Denmark
in which continent is russia?	Eurasia
where did paul ryan live?	Janesville
who is galileo galilei and what is he famous for?	Mathematician
where is angola located?	Africa
what is the capital of oregon?	Salem
what do spain call their money?	Euro
who did james franco play on general hospital?	Franco
where is the best place to visit in the bahamas?	Inagua
what color are the arizona cardinals uniforms?	Black
when was george h.w. bush elected president?	1/20/1993
which country does irish language come from?	Irish
what religion did jesus christ follow?	Judaism
what year was tom brady drafted?	1999
what party is bloomberg affiliated with?	Independent
what is the capital city of germany now?	Berlin
what countries does japan export to?	Canada
what continent is syria located in?	Asia
what region is thailand located in?	Eurasia
what was alexander graham bell known for?	Telephone
where to go in florida for vacation?	Miami
what did douglas engelbart invent?	Mouse
where is fiat abarth made?	Turin
where was tommy steele born?	Bermondsey
what does chad michael murray play in?	Renee
when did mcgee join the ncis team?	2003
where is university of auburn?	Alabama
what countries are around egypt?	Sudan
where did the allied invasion of france take place?	Normandy
when does nasdaq start trading?	1971
what year were the new york yankees established?	1901
what time does independence center open on sundays?	Independence
where did the navajo tribe live?	Arizona
what was matthias schleiden known for?	Botanist
what country was jesus born?	Iudaea
